FunctionName,Frequency (Total: 24507),Percentage
isPnS,1,0.0
openchests,1,0.0
do_range,1,0.0
isthere,1,0.0
baseElementToInt,1,0.0
clearOpposes,1,0.0
clearCombos,1,0.0
opposeExists,1,0.0
removeFromElementsSoFar,1,0.0
addToElementsSoFar,1,0.0
clearElementsSoFar,1,0.0
getCombo,1,0.0
setOppose,1,0.0
setCombo,1,0.0
int_sqrt,1,0.0
get_mask,1,0.0
check_int,1,0.0
mow,1,0.0
argent,1,0.0
AddToQueue,1,0.0
PeekNextInteger,1,0.0
achooseb,1,0.0
dogcd,1,0.0
ngcd,1,0.0
shiftlist,1,0.0
goforride,1,0.0
k,1,0.0
avancer,1,0.0
calc_purities,1,0.0
SessionExpired,1,0.0
sequences_between,1,0.0
fatal,1,0.0
usage_err,1,0.0
handle_case,1,0.0
is_bigger,1,0.0
anda_fila,1,0.0
fibonacci,1,0.0
inputnum,1,0.0
long,1,0.0
ReadNextInteger,1,0.0
SessionStart,1,0.0
falldown,1,0.0
TP,1,0.0
find_cases,1,0.0
ONOFF,1,0.0
toBitString,1,0.0
do_a_snap,1,0.0
do_the_job,1,0.0
find_cases_t,1,0.0
uintcmp,1,0.0
rearrange,1,0.0
fib,1,0.0
gets_power,1,0.0
action_snap,1,0.0
snap_t,1,0.0
initialize_vectors,1,0.0
Calcy,1,0.0
calcGCD,1,0.0
income,1,0.0
get_gob,1,0.0
getNextInt,1,0.0
snapper_state,1,0.0
timeto,1,0.0
reorder,1,0.0
rollerProfit,1,0.0
isNthOn,1,0.0
CALC,1,0.0
GenerateOutPutStringAndWriteto...,1,0.0
Isprime,1,0.0
initRes,1,0.0
displaySnapperStatus,1,0.0
BulbStatus,1,0.0
CanBeToggled,1,0.0
CheckStatusAndToggle,1,0.0
CheckStatus,1,0.0
initSnapperStatus,1,0.0
initStack,1,0.0
isPure,1,0.0
checkStackForDuplicates,1,0.0
findSingle,1,0.0
fetchData,1,0.0
get_test_case,1,0.0
myCeil,1,0.0
get_total_n_person,1,0.0
get_n_person,1,0.0
in_sequence,1,0.0
build_start_value_array,1,0.0
ProcessInputGenerateOutput,1,0.0
ReadTestCaseGenerateInputData,1,0.0
FreeList,1,0.0
CreateQueueFromInput,1,0.0
round_int,1,0.0
check_divisor,1,0.0
sort_ints,1,0.0
fw_case,1,0.0
activar,1,0.0
getNum3,1,0.0
init_bits_in_char,1,0.0
printqueue,1,0.0
emptyqueue,1,0.0
SPobitcount,1,0.0
insertar2,1,0.0
insertar,1,0.0
agrupar,1,0.0
Cm,1,0.0
addone,1,0.0
ReadOneLineFromFile,1,0.0
NextNumFromLine,1,0.0
NumberOfTestCases,1,0.0
RefreshOutputString,1,0.0
get_C,1,0.0
shift_r,1,0.0
shift_l,1,0.0
queue_append,1,0.0
list_is_empty,1,0.0
rollerCoaster,1,0.0
wrongcase,1,0.0
arrmax,1,0.0
makeRide,1,0.0
free_queue,1,0.0
clean_queue,1,0.0
mypower,1,0.0
queue_appendq,1,0.0
gcd_2,1,0.0
arraychange,1,0.0
gcd_3,1,0.0
longlongcompare,1,0.0
DoCase,1,0.0
LlenaViaje,1,0.0
click,1,0.0
toggle_chain,1,0.0
set_power,1,0.0
allocate_chain,1,0.0
ride,1,0.0
list_init,1,0.0
list_destroy,1,0.0
toogle,1,0.0
HCF,1,0.0
money_made,1,0.0
process_each_input,1,0.0
process_inputs,1,0.0
set_po_st,1,0.0
gcd_gcj,1,0.0
invertestring,1,0.0
Code3,1,0.0
gen_snapper_series,1,0.0
copy_snapper_series,1,0.0
print_off,1,0.0
print_on,1,0.0
freenode,1,0.0
proper_free,1,0.0
CalcCase,1,0.0
toggel,1,0.0
checkPreviosONOFF,1,0.0
cf,1,0.0
CalcMoney,1,0.0
clever,1,0.0
call,1,0.0
bulbOn,1,0.0
check_catchup,1,0.0
get_next_int,1,0.0
testLamp,1,0.0
testSwitch,1,0.0
array_add,1,0.0
array_size,1,0.0
array_get,1,0.0
array_delete,1,0.0
euc_algo,1,0.0
get_next_longlong,1,0.0
bn_mov_str_hex,1,0.0
Profit,1,0.0
countMoney,1,0.0
Light_Calc,1,0.0
funcao,1,0.0
delete_rear,1,0.0
delete_front,1,0.0
memset0,1,0.0
powered,1,0.0
del_circlist,1,0.0
addSnappers,1,0.0
printSnappers,1,0.0
printQueue,1,0.0
bn_mov_str_dec,1,0.0
bn_mov_uint,1,0.0
bn_mov_bn,1,0.0
moneyFromRoller,1,0.0
snap_fingers,1,0.0
exponente2,1,0.0
bn_shift_r,1,0.0
bn_shift_l,1,0.0
bn_get_bit,1,0.0
bn_udiv,1,0.0
bn_udiv2,1,0.0
gcdall,1,0.0
bn_umul2,1,0.0
bn_umul,1,0.0
bn_usub,1,0.0
bn_uadd2,1,0.0
bn_uadd,1,0.0
bit_pattern,1,0.0
bn_iszero,1,0.0
bn_ucmp,1,0.0
bn_mov_sub,1,0.0
calculate_money,1,0.0
day,1,0.0
clockwise,1,0.0
simgame,1,0.0
zy,1,0.0
jump_west,1,0.0
jump_south,1,0.0
jump_nort,1,0.0
hascons,1,0.0
getnnw,1,0.0
notVowel,1,0.0
getnw,1,0.0
getnp,1,0.0
getNval,1,0.0
get_wall_height,1,0.0
find_substr,1,0.0
build_wall,1,0.0
qsort_comp,1,0.0
min_cycle,1,0.0
is_n_conso,1,0.0
isConso,1,0.0
printDir,1,0.0
round_double,1,0.0
find_nval,1,0.0
jump,1,0.0
jump_east,1,0.0
findAllSubstrings2,1,0.0
queue_print,1,0.0
print_res,1,0.0
choppedslice,1,0.0
computearea2,1,0.0
getl,1,0.0
tick,1,0.0
get_cases,1,0.0
intHeapGoUp,1,0.0
intHeapGoDown,1,0.0
intHeapInsert,1,0.0
intHeapDelete,1,0.0
isV,1,0.0
isconstant,1,0.0
consecutive_cons,1,0.0
count_nvalues,1,0.0
count_nvalues_smart,1,0.0
dogroup,1,0.0
isConsonent,1,0.0
getmin,1,0.0
findRout,1,0.0
isLegal,1,0.0
checksub,1,0.0
cnx,1,0.0
nval,1,0.0
hasc,1,0.0
pickup,1,0.0
subset,1,0.0
substrings,1,0.0
okSlow,1,0.0
p_cmp,1,0.0
scorecmp,1,0.0
turncmp,1,0.0
printstuff,1,0.0
searchhand,1,0.0
cinsert,1,0.0
playcard,1,0.0
sstring,1,0.0
min_denom_cond,1,0.0
checkmote,1,0.0
depthsearch,1,0.0
calcScore,1,0.0
validGuess,1,0.0
findCount,1,0.0
strmatch,1,0.0
find_cost,1,0.0
makeguess,1,0.0
is_cons,1,0.0
prints,1,0.0
Validnvalue,1,0.0
gendigits,1,0.0
min_range_impl,1,0.0
min_range,1,0.0
raise_range_impl,1,0.0
raise_range,1,0.0
n_val,1,0.0
vov,1,0.0
pogo,1,0.0
find_n_val,1,0.0
find_total_n_val,1,0.0
hasNCons,1,0.0
getNValue,1,0.0
putzero,1,0.0
zeroWall,1,0.0
findDay,1,0.0
allFinish,1,0.0
printChar,1,0.0
printAns,1,0.0
count_one_match,1,0.0
sum_all_match,1,0.0
parse_array,1,0.0
clearGrid,1,0.0
checkGrid,1,0.0
alltrue,1,0.0
SWITCH,1,0.0
ShowToggles,1,0.0
isTurnOn,1,0.0
get_number_of_test_cases,1,0.0
get_line_info,1,0.0
init_array,1,0.0
get_light_state,1,0.0
check_on_off,1,0.0
copyme,1,0.0
printme,1,0.0
free_snappers,1,0.0
calCost,1,0.0
computGCD,1,0.0
findArrayGcd,1,0.0
populateEvntDiffArr,1,0.0
initArrTo,1,0.0
toggleSnapper,1,0.0
checkOnorOff,1,0.0
givememask,1,0.0
printBIN,1,0.0
RideCoaster,1,0.0
final_state,1,0.0
rc_queue,1,0.0
init_queue,1,0.0
calcpower,1,0.0
gcdF,1,0.0
snap_all,1,0.0
coaster,1,0.0
decale,1,0.0
dedecale,1,0.0
inicializarLista,1,0.0
inserirFimLista,1,0.0
colocarInicioParaFim,1,0.0
esvaziarLista,1,0.0
find_result_light,1,0.0
calculateEarnings,1,0.0
q,1,0.0
can_win,1,0.0
mask,1,0.0
set_cache,1,0.0
process_2,1,0.0
process_3,1,0.0
xGCD,1,0.0
check_state,1,0.0
theme,1,0.0
(si,1,0.0
width,1,0.0
count_bacteria,1,0.0
f_cost,1,0.0
Clear,1,0.0
Rect,1,0.0
Generate,1,0.0
morebac,1,0.0
work1,1,0.0
read1,1,0.0
tatt,1,0.0
sizeOfDiamond,1,0.0
GotSquare,1,0.0
symmetric,1,0.0
live,1,0.0
GetCount,1,0.0
cnt_biggest,1,0.0
3;,1,0.0
1t.aÉßCres2t.bÉß,1,0.0
[h),1,0.0
",c);",1,0.0
[i]=d[j];d[j],1,0.0
simy,1,0.0
simx,1,0.0
get_val,1,0.0
board,1,0.0
CutSquare,1,0.0
largest_grid,1,0.0
maxn,1,0.0
make_ac,1,0.0
GetTickCount,1,0.0
makeInt,1,0.0
minCostNoDelete2,1,0.0
setmap,1,0.0
getmap,1,0.0
find_square,1,0.0
minCost2,1,0.0
try_times,1,0.0
char2bin,1,0.0
FindBoard,1,0.0
my_cut,1,0.0
makea,1,0.0
countb,1,0.0
mmin,1,0.0
makeb,1,0.0
getlayers,1,0.0
two_piles,1,0.0
make_nine,1,0.0
init_tree,1,0.0
numFS,1,0.0
CheckForMatch,1,0.0
FindMatches,1,0.0
hit,1,0.0
hole,1,0.0
palindromeFn,1,0.0
consumecase,1,0.0
checkb,1,0.0
modified,1,0.0
citeste_fisier,1,0.0
DistSquared,1,0.0
central_system,1,0.0
run_algo2,1,0.0
thread_work,1,0.0
load_queries,1,0.0
update_server_list_q,1,0.0
update_server_list,1,0.0
load_servers,1,0.0
freeall,1,0.0
maxOfTwo,1,0.0
countFairNSquare,1,0.0
multiplenl_to_single,1,0.0
Liberer,1,0.0
find_larger_or_equal,1,0.0
init_matrix,1,0.0
sqp,1,0.0
FairAndSquareCount,1,0.0
priskirti,1,0.0
kieksk,1,0.0
formpalindrome,1,0.0
int_to_str,1,0.0
isPerfectSquare,1,0.0
IsPalin,1,0.0
count_keys,1,0.0
indent,1,0.0
findNumFairSquare,1,0.0
CombineImagesVertically,1,0.0
initdfs,1,0.0
getStartNodes,1,0.0
rmSingleLineCmnt,1,0.0
rmMultiLineCmnt,1,0.0
removecomment,1,0.0
invisiblechar_to_space,1,0.0
multiplespc_to_singlespc,1,0.0
reverseString,1,0.0
free_server_list,1,0.0
saving_the_universe,1,0.0
entero,1,0.0
calculate_area,1,0.0
area_sector,1,0.0
square_and_fair,1,0.0
area_triangle,1,0.0
compute_fair_and_square,1,0.0
ispd,1,0.0
isquare,1,0.0
countpalindromes,1,0.0
npow,1,0.0
Palindroma,1,0.0
minNumWithLen,1,0.0
printstamp,1,0.0
fillhe,1,0.0
clearhe,1,0.0
keyneedforother,1,0.0
keyinroom,1,0.0
onlykey,1,0.0
checkrooms,1,0.0
findkeyo,1,0.0
clearkey,1,0.0
verificacao,1,0.0
quadrado,1,0.0
inverte,1,0.0
swatterHitProbability,1,0.0
find_next_route,1,0.0
find_hit_prob,1,0.0
isLengthTooBig,1,0.0
halfNumLengthOfFullLength,1,0.0
halfNumToPalindrome,1,0.0
isFairAndSquareRoot,1,0.0
processNumLengths,1,0.0
rowAtHeight,1,0.0
colAtHeight,1,0.0
setRowUnknown,1,0.0
setColUnknown,1,0.0
ifRowAtHeightGetRowNum,1,0.0
ifColAtHeightGetColNum,1,0.0
minNumOnBoard,1,0.0
maxNumOnBoard,1,0.0
setRowOrColUnknownAtHeightIfCu...,1,0.0
cutPossible,1,0.0
sqroot,1,0.0
isPerfectSq,1,0.0
incirc,1,0.0
isectv,1,0.0
dorect,1,0.0
sstringhf,1,0.0
palndrm,1,0.0
print_bitmap,1,0.0
check_bitmap,1,0.0
is_palyndrom,1,0.0
findFairnSquare,1,0.0
read_ints,1,0.0
reset_bitmap,1,0.0
plwyc,1,0.0
racket_holes_no_inter_f,1,0.0
sstringh,1,0.0
addint,1,0.0
check_fair,1,0.0
sum_row,1,0.0
sum_column,1,0.0
sum_diagonal,1,0.0
least_element,1,0.0
espalindromo,1,0.0
sstringe,1,0.0
sarcc,1,0.0
sarc,1,0.0
count_fairnsquare,1,0.0
is_fairnsquare,1,0.0
string_is_palindrome,1,0.0
ENTRYcmp,1,0.0
indice,1,0.0
getCase,1,0.0
pp,1,0.0
check_range,1,0.0
is_fair_palindrome,1,0.0
count_fair_square,1,0.0
find_sqrt_root,1,0.0
fair_num,1,0.0
chkpal,1,0.0
all_col,1,0.0
all_row,1,0.0
per_sq,1,0.0
small,1,0.0
time_min,1,0.0
show_lawn,1,0.0
col,1,0.0
is_palidrome,1,0.0
squarepalin,1,0.0
init_pal,1,0.0
dbl,1,0.0
darcsin,1,0.0
racquet,1,0.0
show_engine,1,0.0
is_palindrome_ten,1,0.0
is_palindrome_eleven,1,0.0
is_palindrome_twelve,1,0.0
is_palindrome_thirteen,1,0.0
is_palindrome_fourteen,1,0.0
integration,1,0.0
simpson,1,0.0
find_min,1,0.0
show_query,1,0.0
read_field,1,0.0
dec_count,1,0.0
rowtransform,1,0.0
coltransform,1,0.0
ispossible,1,0.0
searchFairAndSquare,1,0.0
is_primo,1,0.0
Asquare,1,0.0
str2cmp,1,0.0
found_square,1,0.0
getreverse,1,0.0
is_palindrome_nine,1,0.0
is_palindrome_eight,1,0.0
is_palindrome_seven,1,0.0
is_palindrome_six,1,0.0
gencmp1,1,0.0
gencmp2,1,0.0
gencmp3,1,0.0
gencmpeven,1,0.0
gencmpodd,1,0.0
gen_cmp,1,0.0
faircnt,1,0.0
totalLen,1,0.0
calcY,1,0.0
withinGap,1,0.0
isDone,1,0.0
normaliza,1,0.0
sortBus,1,0.0
comparaB,1,0.0
getOnibus,1,0.0
is_palindrome_two,1,0.0
is_palindrome_three,1,0.0
calculateState,1,0.0
is_palindrome_five,1,0.0
Cons,1,0.0
DecompositionChiffres,1,0.0
isfsnumber,1,0.0
compareTickets,1,0.0
check_up,1,0.0
check_finish,1,0.0
getPartialArea,1,0.0
intercept,1,0.0
antiDeriv,1,0.0
SortArray,1,0.0
clearusedup,1,0.0
do_recurse,1,0.0
compareOrders,1,0.0
printlines,1,0.0
checkdistance,1,0.0
deco,1,0.0
formNum,1,0.0
flip_cake,1,0.0
split_list,1,0.0
calc_track,1,0.0
can_set_non_plus,1,0.0
can_set_non_x,1,0.0
chec_fun,1,0.0
tidy_fun,1,0.0
print_out,1,0.0
clip,1,0.0
Reverse,1,0.0
boardcheck,1,0.0
fPoly,1,0.0
">a,th);",1,0.0
"tPlus(s,t));",1,0.0
"stance(res.c,s)",1,0.0
"AreaOfTriangle(b,c,p);",1,0.0
cle,1,0.0
BisectorOfSegment(,1,0.0
",d[a",1,0.0
combat_duration,1,0.0
space_of_square,1,0.0
computearcarea,1,0.0
space_of_arc,1,0.0
attackN,1,0.0
defendN,1,0.0
createsquare,1,0.0
matprint,1,0.0
computesquarearea,1,0.0
calcalphabet,1,0.0
printsolution,1,0.0
computearea,1,0.0
left_stall,1,0.0
right_stall,1,0.0
ini_fun,1,0.0
decr,1,0.0
ShowArray,1,0.0
rearrage_array,1,0.0
CompareIntR,1,0.0
CompareInt,1,0.0
MyLinkListCounts,1,0.0
escalar,1,0.0
divideInput,1,0.0
findLastTidyNumber,1,0.0
convertDividedInputToInteger,1,0.0
checknum,1,0.0
mi_ma_fun,1,0.0
cres,1,0.0
read_line3,1,0.0
getDigits,1,0.0
quickSortDriver,1,0.0
choosePlace,1,0.0
clearKeyboardBuffer,1,0.0
qsort_down,1,0.0
qsort_up,1,0.0
swap_a,1,0.0
decortiqueLigne,1,0.0
transfertTab,1,0.0
verifPancake,1,0.0
returnPancake,1,0.0
llpow,1,0.0
num_len,1,0.0
interval,1,0.0
do_calc,1,0.0
area_of_intersect,1,0.0
length_of_points,1,0.0
area_of_horzontial_strips,1,0.0
area_of_chord,1,0.0
heap_init,1,0.0
heap_push,1,0.0
heap_delete,1,0.0
sum_points,1,0.0
find_model,1,0.0
add_model,1,0.0
has_model,1,0.0
share_d,1,0.0
share_rc,1,0.0
format,1,0.0
calc_min_max,1,0.0
t(pnt,1,0.0
"i],poly[i+1]),&p);",1,0.0
c)==pntSignAreaOfTr,1,0.0
canGoNorth,1,0.0
isInteger,1,0.0
keyremove,1,0.0
keyextend,1,0.0
keyadd,1,0.0
openchest,1,0.0
precheck,1,0.0
getSize,1,0.0
searchFS,1,0.0
zeroMatrix,1,0.0
canGoSouth,1,0.0
isLineOk,1,0.0
canGoEast,1,0.0
canGoWest,1,0.0
getres,1,0.0
print_sorted,1,0.0
palin_test,1,0.0
palin_gen,1,0.0
fnct,1,0.0
unlockChest,1,0.0
u,1,0.0
outfile,1,0.0
iscapicua,1,0.0
capicua,1,0.0
initLawn,1,0.0
loadInput,1,0.0
chkhori,1,0.0
chkver,1,0.0
sqrt_custom,1,0.0
calsegment,1,0.0
pattern_match,1,0.0
is_square_palindrome,1,0.0
process_t,1,0.0
insert_in_trainQ,1,0.0
train_avail,1,0.0
free_header,1,0.0
init_header,1,0.0
check_top,1,0.0
checkRoot,1,0.0
soma,1,0.0
prod10,1,0.0
maior,1,0.0
cutline,1,0.0
cutcol,1,0.0
sqrt,1,0.0
buildOkList,1,0.0
<,1,0.0
"e(p,t.b);",1,0.0
getTT,1,0.0
checkData,1,0.0
doubleSignR,1,0.0
ÄÈ0,1,0.0
"[_È1,",1,0.0
~Ì_2Âß,1,0.0
pÚÄCÚÆ~Ì_2Âß,1,0.0
"us(*res2,c.c);",1,0.0
"pleDouble(ab,k)",1,0.0
Ìð®,1,0.0
isLawnOk,1,0.0
"uble(v,*res));",1,0.0
"uble(ab,k2)",1,0.0
"le(ab,k1)",1,0.0
y2*y2-y1*y1),1,0.0
.y;,1,0.0
",pnt",1,0.0
"W(res[res_size-2],res[r",1,0.0
p3.y*p4.x)*(p2.x-p1.x)-(p1,1,0.0
s->x,1,0.0
printTrainRoute,1,0.0
is_polindrome,1,0.0
allocateTrain,1,0.0
sortTT,1,0.0
itos,1,0.0
gensquares,1,0.0
loadpalindromes,1,0.0
getbaseindex,1,0.0
gettopindex,1,0.0
rowcut,1,0.0
rowgetmax,1,0.0
colgetmax,1,0.0
colcut,1,0.0
setlawn,1,0.0
read_lawn,1,0.0
new_function,1,0.0
fair_and_sq,1,0.0
check_mirror,1,0.0
reverse_number,1,0.0
is_f,1,0.0
is_fns,1,0.0
srev,1,0.0
check_fair_square,1,0.0
trocar,1,0.0
palidrome_q,1,0.0
Finish,1,0.0
sumk,1,0.0
sortAsc,1,0.0
sortDes,1,0.0
quick,1,0.0
my_add,1,0.0
sigalrm_handler,1,0.0
free_data,1,0.0
simple_check,1,0.0
text_messaging,1,0.0
mySqrt,1,0.0
sort_d,1,0.0
ugly_test,1,0.0
pallandrome,1,0.0
maxF,1,0.0
find_tail_odd,1,0.0
find_tail_even,1,0.0
find_tail,1,0.0
find_leq,1,0.0
cmpSD,1,0.0
fas,1,0.0
cmpSA,1,0.0
nr_test,1,0.0
get_long,1,0.0
find_perfect,1,0.0
desc,1,0.0
SortArr,1,0.0
insert_ex,1,0.0
is_ugly,1,0.0
calculate_minimum_key_presses,1,0.0
getnumber,1,0.0
ToNumber,1,0.0
ga,1,0.0
zzz,1,0.0
check_pal,1,0.0
EvaluateTestCase,1,0.0
checkFunction,1,0.0
nextPal,1,0.0
findSol,1,0.0
pald,1,0.0
sqrtInt,1,0.0
horizCheck,1,0.0
vertCheck,1,0.0
is_pallindrome,1,0.0
str2nr,1,0.0
sumOfComma,1,0.0
cmpLdD,1,0.0
cmpLdA,1,0.0
cmpCD,1,0.0
cmpDesc,1,0.0
ati,1,0.0
rest,1,0.0
gensubsets,1,0.0
count2,1,0.0
newal,1,0.0
hasnext,1,0.0
montaDeck,1,0.0
printVetor,1,0.0
leVetor,1,0.0
cmpAsc,1,0.0
cmpCA,1,0.0
is_prime,1,0.0
is_paindrome,1,0.0
initDeck,1,0.0
find_sets,1,0.0
Del_Key,1,0.0
Add_Key,1,0.0
Finsh_Chk,1,0.0
asec_sort,1,0.0
find_first,1,0.0
resolvePuzzle,1,0.0
getChest,1,0.0
getKeyN,1,0.0
insertKey,1,0.0
cmpID,1,0.0
cmpIA,1,0.0
itoall,1,0.0
compareLongDouble,1,0.0
compareDouble,1,0.0
compareLongInteger,1,0.0
compareInteger,1,0.0
compareFloat,1,0.0
compareString,1,0.0
read_file_char_line,1,0.0
read_file_char,1,0.0
read_file_integers,1,0.0
ins,1,0.0
operation,1,0.0
sort_fre,1,0.0
isValidL,1,0.0
isValidC,1,0.0
insertKeyChest,1,0.0
removeKey,1,0.0
checkP,1,0.0
solve_prime,1,0.0
findSum,1,0.0
probe,1,0.0
genpld,1,0.0
eval_irred,1,0.0
eh,1,0.0
irred_decomp,1,0.0
Index,1,0.0
checkcoll,1,0.0
compareInt,1,0.0
ADD,1,0.0
fake_add,1,0.0
issquareandfair,1,0.0
cha,1,0.0
seek,1,0.0
check_opp,1,0.0
dbg_print,1,0.0
reverse_numver,1,0.0
sqrt_c,1,0.0
solveCandy,1,0.0
find_n,1,0.0
seanSum,1,0.0
patSum,1,0.0
chkpld,1,0.0
openNextChest,1,0.0
paste,1,0.0
next_perm,1,0.0
Intotab,1,0.0
patricks_add,1,0.0
cuti,1,0.0
cutj,1,0.0
c_pal,1,0.0
treasure,1,0.0
have_key,1,0.0
show_keys,1,0.0
is_parlindrome,1,0.0
min_path,1,0.0
important_path,1,0.0
re_order,1,0.0
testligne,1,0.0
testcas,1,0.0
IsPal,1,0.0
getMagnitude,1,0.0
getAt,1,0.0
check_palindrome_sqrt,1,0.0
all_same_char,1,0.0
checkperfectsquare,1,0.0
getseq,1,0.0
reversedigit,1,0.0
candysplit,1,0.0
fix_digits,1,0.0
PalinNextSquare,1,0.0
PalinNext,1,0.0
palin_check_root,1,0.0
lex_LT,1,0.0
get_lex_order,1,0.0
printK,1,0.0
brute_search,1,0.0
stringappend,1,0.0
is_palindromic,1,0.0
print_seq,1,0.0
leftToRightCheck,1,0.0
upToDownCheck,1,0.0
buildw7,1,0.0
getModulo,1,0.0
computeUgly,1,0.0
getstr,1,0.0
remove_element,1,0.0
insert_element,1,0.0
q_sort,1,0.0
squareRoot,1,0.0
for_combination,1,0.0
C_Opp,1,0.0
ifSquare,1,0.0
search_B,1,0.0
search_O,1,0.0
checkLigne,1,0.0
testerLigne,1,0.0
applicable,1,0.0
afficherRepense,1,0.0
checkOpp,1,0.0
checkCmb,1,0.0
setFormat,1,0.0
findRecycle,1,0.0
findfac,1,0.0
do_testcase,1,0.0
CanCutStraight,1,0.0
isRootOfPalindrom,1,0.0
checkPlot,1,0.0
SwapString,1,0.0
ZeroString,1,0.0
CheckIntSqRoot,1,0.0
ifPalindrome,1,0.0
precalc_primes,1,0.0
tcing,1,0.0
cached_fair_and_square_q,1,0.0
hasGoodVertNeighbor,1,0.0
check_num,1,0.0
getRowMax,1,0.0
getColumnMax,1,0.0
min_trains,1,0.0
fncIsNumber,1,0.0
fncGetNLines,1,0.0
fncSearch,1,0.0
fncMax,1,0.0
fncDoQuery,1,0.0
hasGoodHorizNeighbor,1,0.0
num2arr,1,0.0
abcd,1,0.0
verificar_palindromo,1,0.0
obtener_limites,1,0.0
ifpalin,1,0.0
evaluateAdj,1,0.0
find_farthest_queried_engine,1,0.0
read_case_data,1,0.0
scan_engine_name,1,0.0
getbound,1,0.0
check_array,1,0.0
getenum,1,0.0
isrootpalindrom,1,0.0
checkifsquare,1,0.0
Output,1,0.0
IsWay,1,0.0
getLastIdx,1,0.0
bubble_sort_C,1,0.0
check_required,1,0.0
subkey,1,0.0
addkey,1,0.0
quicktest1,1,0.0
checkifpalindrome,1,0.0
PRINT_ARRAY,1,0.0
isPalidrone,1,0.0
A2013,1,0.0
B2013,1,0.0
B2013_1,1,0.0
digitos,1,0.0
inteiro,1,0.0
allDone,1,0.0
getNumberOfEngine,1,0.0
updateTrains,1,0.0
sqrtx,1,0.0
begin_search,1,0.0
max_rate,1,0.0
init_rate,1,0.0
list_move,1,0.0
num_copy,1,0.0
num_read,1,0.0
less_than,1,0.0
find_quot,1,0.0
is_psquare,1,0.0
if_palin,1,0.0
generate_pali,1,0.0
timetable_comp_arrival,1,0.0
timetable_comp_departure,1,0.0
list_remove,1,0.0
isMaskEmpty,1,0.0
list_add,1,0.0
isperfect,1,0.0
put_t,1,0.0
testBoard,1,0.0
2001,1,0.0
etur,1,0.0
01],1,0.0
test_fp,1,0.0
_palidrome_q,1,0.0
num_square,1,0.0
next_palindrome_with_same_numb...,1,0.0
num_print,1,0.0
num_le,1,0.0
s_bIsFair,1,0.0
s_bIsSquare,1,0.0
initializeString,1,0.0
makeString,1,0.0
copyNum,1,0.0
squareIsPalindrome,1,0.0
resetMaskBit,1,0.0
initMask,1,0.0
check_uniformity_rows,1,0.0
check_uniformity_cols,1,0.0
check_uniformity,1,0.0
setMaskBit,1,0.0
bs1,1,0.0
bs2,1,0.0
chsquare,1,0.0
isSquareRoot,1,0.0
integ,1,0.0
num_zero,1,0.0
num_first,1,0.0
my_decr,1,0.0
my_incr,1,0.0
palindrone,1,0.0
dodo,1,0.0
sqrtr,1,0.0
palinchk,1,0.0
Recur,1,0.0
get_reversed,1,0.0
is_palind,1,0.0
buildtree,1,0.0
genPerm,1,0.0
getcoords,1,0.0
dd,1,0.0
csqr,1,0.0
runforout,1,0.0
cpal,1,0.0
stes,1,0.0
enQ,1,0.0
initGlobalData,1,0.0
perfect,1,0.0
digit_1,1,0.0
truth,1,0.0
intsqrt,1,0.0
isPalSq,1,0.0
genP,1,0.0
rprime,1,0.0
issym,1,0.0
processNumbers,1,0.0
generatePoints,1,0.0
getDraw,1,0.0
getLengthwise,1,0.0
next_prime,1,0.0
isIntTriangCenter,1,0.0
cropTriangles,1,0.0
maxline,1,0.0
maxcolumn,1,0.0
isSquarePalindrome,1,0.0
is_palindromes,1,0.0
prime,1,0.0
combs,1,0.0
get_area,1,0.0
calcarea,1,0.0
esPalind,1,0.0
linea,1,0.0
todosIguales,1,0.0
populate_perfect,1,0.0
getfactors,1,0.0
partial,1,0.0
indcount,1,0.0
pchecker,1,0.0
Execute,1,0.0
bsrch,1,0.0
lsrch,1,0.0
digitize,1,0.0
checkAllChest,1,0.0
square_compare,1,0.0
square_palin,1,0.0
esqrt,1,0.0
is_parlindromic,1,0.0
trimzeros,1,0.0
EngineFirstPresent,1,0.0
GetSwitchNum,1,0.0
printtimetable,1,0.0
findearly,1,0.0
check_result,1,0.0
intToStr,1,0.0
quadrados_range,1,0.0
isPalinDrome,1,0.0
reversa,1,0.0
isPalandrom,1,0.0
getacaseeval,1,0.0
search0,1,0.0
CompareTrainArraival,1,0.0
CompareTrainDeparture,1,0.0
FindReverseTrains,1,0.0
segarea,1,0.0
segmentcircle,1,0.0
HitChance,1,0.0
checkchest,1,0.0
checkopen,1,0.0
reverseInt,1,0.0
AreaOfPartiallyInSquare,1,0.0
IsSquareInsideRadius,1,0.0
RightSliverAreaOfPoints,1,0.0
RightTriAreaOfPoints,1,0.0
SliverAreaOfPoints,1,0.0
TriangleAreaOfPointsOnCircle,1,0.0
AngleOfPoints,1,0.0
AngleOfPoint,1,0.0
PointOfVerticalLineCircle,1,0.0
i<le,1,0.0
PointOfHorizontalLineCircle,1,0.0
LineCircleIntersection,1,0.0
PointSub,1,0.0
check_repeat,1,0.0
